Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä - Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana
su 10 marras 2019 06:00;1;0;3;2;7;1;6;3;0;10;8;2;3;2;4;1;0;3;;6
su 10 marras 2019 07:00;2;2;5;3;5;1;3;0;0;6;1;4;6;11;1;1;0;4;;8
su 10 marras 2019 08:00;2;4;4;3;9;4;5;4;0;10;7;5;3;2;1;0;0;9;;8
su 10 marras 2019 09:00;0;3;6;3;8;3;7;6;0;30;6;9;2;6;4;5;0;1;;11
su 10 marras 2019 10:00;9;8;10;3;7;4;6;8;0;31;16;6;4;12;9;8;0;8;;16
su 10 marras 2019 11:00;7;6;11;12;26;5;15;8;0;37;11;12;10;14;18;16;0;10;;19
su 10 marras 2019 12:00;10;11;12;21;29;6;24;15;0;47;30;14;12;29;14;24;0;17;;26
su 10 marras 2019 13:00;15;17;9;10;36;9;19;18;0;47;30;25;13;43;34;17;0;15;;51
su 10 marras 2019 14:00;10;9;17;18;29;6;21;20;0;51;35;25;13;35;26;18;0;23;;36
su 10 marras 2019 15:00;17;13;11;8;31;5;19;12;0;30;26;18;12;40;26;16;0;23;;33
su 10 marras 2019 16:00;4;21;12;12;29;4;21;6;0;30;20;13;8;35;18;12;0;14;;18
su 10 marras 2019 17:00;5;27;12;12;23;2;11;8;0;37;19;13;8;23;23;7;0;11;;19
su 10 marras 2019 18:00;7;14;16;7;25;3;18;8;0;30;22;21;9;12;18;17;0;15;;26
su 10 marras 2019 19:00;11;16;6;8;18;5;18;6;0;18;14;9;5;16;13;2;0;10;;25
su 10 marras 2019 20:00;11;9;13;8;24;2;3;2;0;27;17;14;12;29;11;9;0;18;;18
su 10 marras 2019 21:00;1;10;9;6;18;3;9;4;0;20;13;7;6;12;18;9;0;7;;14
su 10 marras 2019 22:00;0;0;2;5;9;1;9;0;0;10;2;3;1;9;4;1;0;2;;13
su 10 marras 2019 23:00;0;1;1;3;8;1;1;1;0;2;1;1;2;5;4;6;0;1;;8
ma 11 marras 2019 00:00;0;1;5;1;5;0;5;0;0;4;0;1;0;1;3;2;0;4;;2
ma 11 marras 2019 01:00;0;1;1;0;2;0;2;1;0;2;0;1;0;0;0;3;0;2;;2
ma 11 marras 2019 02:00;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;;0
ma 11 marras 2019 03:00;0;1;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;;0
ma 11 marras 2019 04:00;0;0;3;3;0;1;4;3;0;2;0;0;0;1;3;1;0;4;;4
ma 11 marras 2019 05:00;6;1;19;11;5;3;7;4;0;13;3;4;2;8;5;4;0;17;;22
ma 11 marras 2019 06:00;21;16;69;26;45;11;53;22;0;66;33;34;20;36;27;9;0;66;;76
ma 11 marras 2019 07:00;116;44;154;102;89;41;125;87;0;233;145;143;40;120;77;24;0;168;;195
ma 11 marras 2019 08:00;209;99;212;145;185;70;147;158;0;383;174;183;70;289;150;36;0;218;;348
ma 11 marras 2019 09:00;86;84;75;80;145;21;86;78;0;204;92;91;29;225;99;40;0;97;;215
ma 11 marras 2019 10:00;29;34;20;37;58;7;40;25;0;75;27;29;19;92;53;29;0;32;;82
ma 11 marras 2019 11:00;28;36;15;36;63;13;35;19;0;57;27;34;14;75;58;35;0;37;;46
ma 11 marras 2019 12:00;24;34;30;33;78;15;21;26;0;69;36;26;22;48;53;39;0;34;;67
ma 11 marras 2019 13:00;29;29;21;34;58;7;18;24;0;68;26;21;24;65;46;37;0;28;;58
ma 11 marras 2019 14:00;20;35;41;43;74;10;52;23;0;83;49;36;22;66;56;38;0;41;;78
ma 11 marras 2019 15:00;89;71;100;78;125;25;107;75;0;143;86;84;57;123;117;51;0;134;;169
ma 11 marras 2019 16:00;157;110;181;121;204;55;143;88;0;283;176;146;76;253;131;57;0;164;;296
ma 11 marras 2019 17:00;127;102;122;126;203;41;101;77;0;293;139;142;49;248;158;43;0;124;;282
ma 11 marras 2019 18:00;81;60;90;82;149;32;66;40;0;182;73;70;30;167;86;39;0;83;;178
ma 11 marras 2019 19:00;25;26;50;30;85;15;32;19;0;129;55;47;15;108;63;26;0;44;;98
ma 11 marras 2019 20:00;16;22;20;29;53;14;24;16;0;72;32;39;10;83;49;23;0;42;;80
ma 11 marras 2019 21:00;19;12;18;19;39;5;21;12;0;67;22;21;14;40;25;12;0;22;;50
ma 11 marras 2019 22:00;7;13;6;4;15;5;8;7;0;19;12;15;4;25;10;11;0;11;;19
ma 11 marras 2019 23:00;0;4;0;0;5;1;5;2;0;11;0;3;1;10;7;2;0;2;;8
ti 12 marras 2019 00:00;1;1;2;1;1;0;2;2;0;2;0;0;1;6;3;2;0;1;;2
ti 12 marras 2019 01:00;0;0;1;2;1;0;2;1;0;1;0;0;0;0;3;3;0;0;;0
ti 12 marras 2019 02:00;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;;3
ti 12 marras 2019 03:00;0;0;0;2;2;2;0;0;0;2;1;0;0;3;0;3;0;0;;0
ti 12 marras 2019 04:00;0;1;3;0;0;4;2;1;0;1;0;0;0;2;1;1;0;3;;6
ti 12 marras 2019 05:00;3;2;14;11;6;8;8;3;0;11;2;5;2;5;11;10;0;15;;17
ti 12 marras 2019 06:00;26;14;75;33;39;9;60;22;0;67;42;33;19;38;24;7;0;68;;74
ti 12 marras 2019 07:00;127;42;174;84;84;51;137;92;0;238;137;129;53;117;71;24;0;163;;201
ti 12 marras 2019 08:00;202;117;163;166;201;57;157;158;0;379;171;195;60;271;114;62;0;226;;332
ti 12 marras 2019 09:00;75;64;69;81;124;22;78;76;0;161;83;76;25;220;100;42;0;78;;204
ti 12 marras 2019 10:00;39;38;29;32;81;16;44;20;0;84;34;25;15;91;55;25;0;43;;85
ti 12 marras 2019 11:00;26;51;25;33;79;9;38;25;0;77;47;32;19;71;45;20;0;34;;83
ti 12 marras 2019 12:00;32;49;27;28;88;9;30;18;0;71;32;33;17;70;63;37;0;32;;59
ti 12 marras 2019 13:00;18;46;33;26;94;6;27;30;0;67;39;35;19;73;44;35;0;31;;71
ti 12 marras 2019 14:00;52;59;55;49;93;14;55;28;0;81;62;28;22;95;63;39;0;55;;96
ti 12 marras 2019 15:00;76;73;83;90;127;28;89;87;0;150;107;74;48;153;102;49;0;120;;177
ti 12 marras 2019 16:00;152;113;200;148;204;44;136;98;0;304;162;146;105;236;159;62;0;194;;314
ti 12 marras 2019 17:00;119;117;130;126;182;39;107;101;0;266;140;129;50;250;151;51;0;128;;248
ti 12 marras 2019 18:00;86;56;80;80;133;32;78;51;0;171;88;74;26;174;87;39;0;70;;153
ti 12 marras 2019 19:00;38;46;45;37;80;20;36;25;0;126;64;46;20;114;58;29;0;55;;110
ti 12 marras 2019 20:00;20;26;28;32;46;10;26;15;0;60;42;34;20;54;42;24;0;31;;61
ti 12 marras 2019 21:00;6;25;12;9;35;4;20;7;0;39;14;13;8;39;28;19;0;29;;38
ti 12 marras 2019 22:00;2;8;8;6;17;1;7;6;0;16;11;8;4;25;11;6;0;13;;19
ti 12 marras 2019 23:00;1;12;1;2;7;0;4;2;0;4;0;1;2;9;8;4;0;4;;8
ke 13 marras 2019 00:00;0;0;2;2;5;1;0;4;0;0;1;1;1;1;4;8;0;3;;1
ke 13 marras 2019 01:00;0;0;0;1;0;0;1;0;0;0;0;3;0;0;1;3;0;0;;1
ke 13 marras 2019 02:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;0
ke 13 marras 2019 03:00;0;1;2;0;0;1;0;0;0;1;0;0;0;2;1;0;0;0;;0
ke 13 marras 2019 04:00;1;0;2;0;2;2;1;1;0;2;0;1;0;1;0;4;0;4;;3
ke 13 marras 2019 05:00;1;3;12;9;6;3;8;3;0;11;3;3;0;6;8;8;0;12;;14
ke 13 marras 2019 06:00;22;16;50;29;28;10;44;16;0;75;35;42;21;31;23;7;0;59;;65
ke 13 marras 2019 07:00;59;37;124;57;66;30;77;50;0;138;107;98;45;84;46;14;0;124;;128
ke 13 marras 2019 08:00;115;53;116;104;118;24;91;117;0;212;110;128;43;175;82;31;0;139;;217
ke 13 marras 2019 09:00;42;58;53;47;68;18;46;30;0;119;65;60;24;109;68;34;0;56;;131
ke 13 marras 2019 10:00;14;24;9;25;47;5;26;12;0;25;25;14;9;54;28;23;0;21;;58
ke 13 marras 2019 11:00;7;13;11;21;26;5;7;11;0;35;11;12;2;27;22;17;0;19;;32
ke 13 marras 2019 12:00;11;34;13;11;38;2;17;7;0;29;20;11;5;29;31;19;0;16;;34
ke 13 marras 2019 13:00;8;23;7;13;51;3;26;13;0;36;15;11;13;24;27;20;0;25;;39
ke 13 marras 2019 14:00;12;15;18;26;43;7;29;21;0;42;21;21;10;29;33;24;0;32;;43
ke 13 marras 2019 15:00;39;40;73;59;65;20;57;46;0;86;62;35;36;77;58;18;0;90;;123
ke 13 marras 2019 16:00;82;70;121;91;130;26;88;64;0;184;117;106;59;150;93;49;0;120;;209
ke 13 marras 2019 17:00;68;51;82;69;124;30;58;51;0;173;68;84;27;165;80;28;0;98;;166
ke 13 marras 2019 18:00;27;44;37;39;62;20;45;29;0;104;44;54;17;94;66;23;0;53;;100
ke 13 marras 2019 19:00;13;27;20;12;59;10;21;9;0;76;33;23;17;67;41;17;0;27;;70
ke 13 marras 2019 20:00;10;20;22;13;31;3;17;3;0;50;22;19;13;45;22;13;0;36;;41
ke 13 marras 2019 21:00;11;16;11;13;29;3;17;6;0;19;20;15;9;33;19;6;0;17;;27
ke 13 marras 2019 22:00;6;6;5;3;18;3;4;3;0;8;6;4;3;10;10;4;0;7;;16
ke 13 marras 2019 23:00;0;5;2;1;2;0;0;1;0;4;1;2;3;7;2;7;0;5;;5
to 14 marras 2019 00:00;0;1;2;1;6;1;1;0;0;1;1;1;1;2;3;3;0;3;;1
to 14 marras 2019 01:00;0;2;2;2;0;0;1;0;0;1;0;2;0;3;1;4;0;5;;4
to 14 marras 2019 02:00;1;0;0;0;5;0;1;0;0;0;0;0;1;3;1;2;0;0;;5
to 14 marras 2019 03:00;0;0;1;0;0;1;0;2;0;1;0;1;0;1;1;0;0;0;;0
to 14 marras 2019 04:00;0;1;3;0;0;3;4;0;0;8;0;1;0;2;4;2;0;4;;5
to 14 marras 2019 05:00;4;3;15;8;1;5;9;3;0;12;2;3;0;2;5;6;0;11;;12
to 14 marras 2019 06:00;20;16;65;32;25;12;40;18;0;74;43;41;21;29;18;10;0;57;;68
to 14 marras 2019 07:00;71;37;131;77;60;26;83;52;0;181;112;109;32;100;44;24;0;140;;156
to 14 marras 2019 08:00;104;73;127;106;127;30;113;94;0;212;108;123;38;185;74;26;0;166;;234
to 14 marras 2019 09:00;37;35;38;54;79;13;45;37;0;133;55;55;17;116;61;30;0;56;;139
to 14 marras 2019 10:00;15;22;12;29;54;5;23;19;0;49;30;12;8;52;29;31;0;25;;66
to 14 marras 2019 11:00;21;22;16;22;57;9;21;17;0;56;20;23;12;40;43;21;0;16;;51
to 14 marras 2019 12:00;16;27;16;20;48;5;12;24;0;34;23;17;11;39;46;30;0;17;;48
to 14 marras 2019 13:00;14;19;24;16;72;5;18;17;0;51;30;22;18;35;43;27;0;25;;53
to 14 marras 2019 14:00;18;25;32;31;79;17;35;28;0;75;38;29;15;52;54;35;0;43;;72
to 14 marras 2019 15:00;48;56;95;86;111;16;62;58;0;100;85;70;45;92;76;48;0;98;;133
to 14 marras 2019 16:00;106;68;121;94;151;39;91;48;0;203;100;101;54;165;119;50;0;153;;241
to 14 marras 2019 17:00;83;83;94;75;133;33;69;47;0;224;111;74;27;194;86;50;0;102;;175
to 14 marras 2019 18:00;37;55;68;46;103;25;50;23;0;140;56;49;19;147;82;37;0;72;;149
to 14 marras 2019 19:00;30;33;49;29;59;16;34;12;0;88;47;37;20;93;55;22;0;40;;69
to 14 marras 2019 20:00;21;25;28;32;47;10;34;10;0;52;35;19;8;63;51;22;0;33;;65
to 14 marras 2019 21:00;10;14;15;24;33;4;13;11;0;45;22;24;12;54;35;13;0;30;;45
to 14 marras 2019 22:00;6;9;9;14;21;6;8;10;0;20;10;9;8;22;15;7;0;16;;26
to 14 marras 2019 23:00;2;11;3;4;11;0;0;2;0;11;5;8;2;21;9;10;0;8;;14
pe 15 marras 2019 00:00;3;4;2;1;6;2;2;2;0;7;1;2;1;4;8;2;0;1;;7
pe 15 marras 2019 01:00;0;2;0;3;4;2;2;1;0;1;0;1;0;2;4;10;0;1;;3
pe 15 marras 2019 02:00;1;2;2;1;1;0;1;1;0;3;1;1;0;0;6;1;0;1;;1
pe 15 marras 2019 03:00;0;0;3;1;1;1;0;0;0;1;1;1;2;1;2;0;0;2;;2
pe 15 marras 2019 04:00;1;1;1;0;0;3;0;1;0;3;2;1;0;1;1;2;0;3;;7
pe 15 marras 2019 05:00;7;4;20;12;5;4;10;1;0;13;3;6;1;4;9;5;0;8;;13
pe 15 marras 2019 06:00;19;12;66;21;26;13;28;22;0;55;35;33;18;34;24;5;0;55;;62
pe 15 marras 2019 07:00;86;35;128;66;71;26;108;66;0;181;117;112;43;94;62;16;0;116;;134
pe 15 marras 2019 08:00;137;84;141;117;164;42;111;145;0;311;130;131;45;204;110;30;0;172;;284
pe 15 marras 2019 09:00;60;56;64;64;131;20;53;54;0;178;69;63;24;173;75;46;0;84;;192
pe 15 marras 2019 10:00;28;38;20;42;82;10;42;20;0;94;32;22;12;88;47;36;0;22;;93
pe 15 marras 2019 11:00;20;41;23;33;78;14;37;19;0;80;34;25;14;68;63;47;0;37;;80
pe 15 marras 2019 12:00;32;51;25;37;100;9;39;25;0;81;49;36;17;73;76;46;0;46;;93
pe 15 marras 2019 13:00;44;54;21;38;101;10;35;20;0;88;60;33;21;91;59;57;0;44;;83
pe 15 marras 2019 14:00;33;52;49;42;105;18;40;40;0;116;61;41;37;95;70;51;0;53;;108
pe 15 marras 2019 15:00;89;58;109;94;148;29;90;76;0;166;131;73;63;158;110;53;0;133;;163
pe 15 marras 2019 16:00;129;121;133;88;186;43;112;109;0;287;131;124;48;224;141;54;0;125;;260
pe 15 marras 2019 17:00;82;70;88;84;149;40;76;43;0;223;86;77;33;209;85;47;0;101;;186
pe 15 marras 2019 18:00;58;40;45;43;122;17;44;29;0;118;37;38;25;143;75;32;0;53;;126
pe 15 marras 2019 19:00;11;28;15;18;65;8;20;8;0;91;29;16;15;72;33;25;0;35;;58
pe 15 marras 2019 20:00;9;20;8;15;46;7;19;5;0;37;15;15;5;48;20;14;0;19;;51
pe 15 marras 2019 21:00;19;27;8;14;51;6;19;8;0;69;19;16;14;65;20;23;0;18;;59
pe 15 marras 2019 22:00;9;18;7;21;51;4;13;3;0;23;10;7;10;60;27;22;0;12;;28
pe 15 marras 2019 23:00;3;16;4;13;35;5;8;1;0;18;6;3;3;41;22;20;0;10;;24
la 16 marras 2019 00:00;6;8;3;12;13;0;7;1;0;18;1;6;3;27;13;18;0;5;;23
la 16 marras 2019 01:00;0;3;1;1;9;3;5;2;0;17;1;2;1;9;11;20;0;4;;8
la 16 marras 2019 02:00;1;5;2;1;9;1;5;2;0;6;3;0;0;12;2;15;0;3;;7
la 16 marras 2019 03:00;3;4;0;6;8;1;2;0;0;4;1;1;3;14;6;15;0;0;;6
la 16 marras 2019 04:00;0;4;0;1;2;2;1;0;0;5;1;0;1;3;8;10;0;3;;7
la 16 marras 2019 05:00;0;2;1;0;2;0;2;0;0;5;0;1;0;2;4;5;0;4;;4
la 16 marras 2019 06:00;4;0;7;4;4;1;3;2;0;3;5;3;5;4;7;3;0;2;;4
la 16 marras 2019 07:00;2;5;7;4;8;1;6;1;0;14;5;7;1;8;6;5;0;10;;10
la 16 marras 2019 08:00;15;11;10;11;9;2;6;10;0;24;14;20;3;18;5;13;0;10;;19
la 16 marras 2019 09:00;20;9;24;23;46;2;19;9;0;50;18;12;6;22;23;19;0;17;;49
la 16 marras 2019 10:00;28;20;26;13;28;7;24;8;0;57;32;14;15;50;34;21;0;27;;44
la 16 marras 2019 11:00;28;30;25;21;59;8;23;13;0;72;33;20;19;45;40;22;0;20;;54
la 16 marras 2019 12:00;23;26;21;26;57;10;29;18;0;98;42;29;18;63;53;36;0;17;;71
la 16 marras 2019 13:00;28;35;26;22;83;13;27;23;0;81;33;16;21;67;38;37;0;39;;61
la 16 marras 2019 14:00;33;45;26;31;76;11;28;28;0;101;49;29;16;75;48;40;0;20;;71
la 16 marras 2019 15:00;23;29;29;22;69;7;35;23;0;92;46;30;25;70;34;36;0;28;;70
la 16 marras 2019 16:00;9;29;16;24;51;6;26;8;0;54;29;26;19;49;31;40;0;26;;53
la 16 marras 2019 17:00;18;24;16;17;46;7;21;11;0;58;16;21;19;41;36;20;0;18;;45
la 16 marras 2019 18:00;12;22;19;24;53;3;15;1;0;38;13;8;8;42;26;27;0;17;;49
la 16 marras 2019 19:00;7;14;6;10;37;3;17;6;0;21;13;12;11;37;19;13;0;10;;37
la 16 marras 2019 20:00;7;10;13;8;23;3;10;2;0;36;14;10;7;16;16;9;0;10;;26
la 16 marras 2019 21:00;4;14;9;7;23;6;4;3;0;18;12;8;9;31;11;14;0;13;;23
la 16 marras 2019 22:00;5;7;4;5;12;4;8;3;0;14;5;9;2;10;15;16;0;8;;17
la 16 marras 2019 23:00;1;6;7;0;14;1;5;10;0;11;0;2;0;9;8;11;0;10;;9
su 17 marras 2019 00:00;0;5;3;3;9;1;5;0;0;11;2;2;2;14;4;8;0;1;;8
su 17 marras 2019 01:00;1;8;0;3;4;3;4;1;0;5;2;2;0;10;11;11;0;2;;8
su 17 marras 2019 02:00;0;3;1;3;9;1;6;0;0;6;0;1;2;7;5;9;0;4;;3
su 17 marras 2019 03:00;1;1;0;0;3;0;4;1;0;2;2;1;2;2;2;10;0;0;;5
su 17 marras 2019 04:00;0;1;3;0;4;1;1;0;0;6;0;0;4;1;4;5;0;0;;7
su 17 marras 2019 05:00;0;0;3;0;0;0;2;0;0;5;0;1;0;0;0;2;0;3;;0
su 17 marras 2019 06:00;0;0;4;3;3;1;4;4;0;5;6;5;4;3;2;2;0;2;;4
su 17 marras 2019 07:00;2;1;6;1;4;1;4;5;0;2;4;4;3;3;1;2;0;10;;6
su 17 marras 2019 08:00;2;4;6;3;6;4;13;5;0;11;14;7;4;6;6;4;0;3;;10
su 17 marras 2019 09:00;9;12;13;9;16;5;13;7;0;23;18;14;7;15;12;14;0;11;;18
su 17 marras 2019 10:00;27;16;13;13;37;7;27;20;0;45;14;16;7;39;20;11;0;13;;33
su 17 marras 2019 11:00;17;23;18;8;37;7;24;21;0;76;38;25;13;39;26;17;0;25;;45
su 17 marras 2019 12:00;35;26;25;27;53;16;31;30;0;84;49;33;11;52;41;24;0;36;;58
su 17 marras 2019 13:00;38;29;38;23;72;13;37;42;0;100;54;43;24;76;32;31;0;37;;67
su 17 marras 2019 14:00;51;23;40;27;72;14;37;23;0;102;45;35;28;82;50;37;0;35;;82
su 17 marras 2019 15:00;31;25;43;30;71;12;46;32;0;83;46;31;19;87;45;16;0;36;;69
su 17 marras 2019 16:00;31;35;20;27;59;7;33;13;0;67;34;24;15;64;45;27;0;31;;78
su 17 marras 2019 17:00;21;30;12;23;52;3;23;22;0;60;30;18;16;67;40;25;0;23;;42
su 17 marras 2019 18:00;18;22;19;14;40;5;24;4;0;61;35;20;19;51;29;24;0;26;;50
su 17 marras 2019 19:00;10;14;18;13;31;6;32;3;0;38;24;18;5;37;20;17;0;26;;32
su 17 marras 2019 20:00;12;19;10;7;24;3;14;5;0;30;21;18;13;32;12;16;0;22;;32
su 17 marras 2019 21:00;7;5;10;3;13;3;17;7;0;16;11;8;10;23;15;12;0;11;;30
su 17 marras 2019 22:00;1;3;2;1;10;5;10;4;0;8;4;3;2;13;4;7;0;8;;12
su 17 marras 2019 23:00;1;1;2;1;5;0;3;0;0;7;1;1;1;9;1;7;0;2;;6
ma 18 marras 2019 00:00;1;3;0;0;4;0;2;1;;2;0;1;1;6;3;11;0;1;;4
ma 18 marras 2019 01:00;0;0;3;0;2;0;2;0;;1;2;1;1;1;2;9;0;5;;4
ma 18 marras 2019 02:00;0;1;0;0;0;0;0;0;;0;3;1;1;0;3;1;0;0;;0
ma 18 marras 2019 03:00;0;0;0;2;2;0;0;0;;4;0;0;0;2;1;1;0;1;;2
ma 18 marras 2019 04:00;1;1;5;0;1;2;2;2;;1;0;2;1;0;0;1;0;3;;2
ma 18 marras 2019 05:00;2;2;19;9;11;4;12;4;;10;3;4;4;5;13;4;0;17;;13
ma 18 marras 2019 06:00;27;12;78;34;33;12;53;21;;87;37;36;16;37;26;5;0;63;;69
ma 18 marras 2019 07:00;116;48;186;93;86;44;139;71;;232;133;127;54;115;67;15;0;190;;187
ma 18 marras 2019 08:00;215;114;222;169;205;88;186;183;;421;189;193;69;265;149;36;0;243;;360
ma 18 marras 2019 09:00;91;75;84;101;116;19;84;82;;198;95;87;28;222;109;30;0;103;;213
ma 18 marras 2019 10:00;27;54;16;37;73;10;34;25;;73;37;36;10;96;58;27;0;36;;81
ma 18 marras 2019 11:00;24;34;23;33;77;11;36;22;;60;40;44;13;67;64;32;0;34;;73
ma 18 marras 2019 12:00;20;38;21;39;85;8;38;15;;55;22;26;11;56;72;28;0;30;;74
ma 18 marras 2019 13:00;26;37;26;35;69;7;35;24;;82;38;30;25;66;49;25;0;33;;68
ma 18 marras 2019 14:00;26;37;45;58;90;8;37;27;3;93;51;38;21;67;66;26;0;52;;98
ma 18 marras 2019 15:00;78;96;128;74;146;36;114;87;88;139;118;85;60;129;94;46;0;117;;195
ma 18 marras 2019 16:00;146;118;168;156;227;66;145;102;1;335;153;136;73;228;183;44;0;206;;306
ma 18 marras 2019 17:00;135;116;159;109;192;52;120;88;1;321;144;151;61;268;148;51;0;144;;281
ma 18 marras 2019 18:00;79;56;86;56;152;29;75;38;5;220;92;84;34;187;99;33;0;88;;176
ma 18 marras 2019 19:00;45;38;44;49;69;16;38;21;4;120;57;53;19;121;67;32;0;52;;82
ma 18 marras 2019 20:00;22;44;19;34;63;9;44;20;3;86;45;42;19;87;51;28;0;56;;73
ma 18 marras 2019 21:00;15;16;20;20;33;13;23;14;2;46;26;20;20;57;30;8;0;24;;57
ma 18 marras 2019 22:00;0;8;10;4;16;2;8;3;1;12;7;2;5;18;17;0;0;14;;17
ma 18 marras 2019 23:00;1;4;0;0;3;3;2;2;2;11;2;4;1;10;2;3;0;5;;12
ti 19 marras 2019 00:00;1;1;1;2;2;2;6;0;0;2;1;0;0;9;0;2;0;4;;4
ti 19 marras 2019 01:00;0;1;1;2;4;0;0;3;0;0;0;1;1;3;3;2;0;2;;1
ti 19 marras 2019 02:00;0;1;0;3;0;0;1;0;0;0;0;2;0;0;1;2;0;0;;0
ti 19 marras 2019 03:00;1;0;0;1;1;0;1;0;0;1;1;0;2;2;2;1;0;0;;0
ti 19 marras 2019 04:00;1;1;2;1;3;3;3;1;0;2;1;0;0;1;2;3;0;2;;4
ti 19 marras 2019 05:00;1;0;27;10;3;5;10;3;0;12;7;5;2;5;9;4;0;13;;18
ti 19 marras 2019 06:00;27;15;71;30;42;19;57;24;1;93;41;43;19;33;22;7;0;63;;74
ti 19 marras 2019 07:00;104;51;168;99;85;39;127;83;1;206;132;131;52;114;65;22;0;169;;198
ti 19 marras 2019 08:00;168;122;178;164;166;47;141;140;1;365;170;185;50;258;115;26;0;216;;333
ti 19 marras 2019 09:00;81;81;69;75;126;28;74;69;2;193;90;95;37;186;106;46;0;80;;186
ti 19 marras 2019 10:00;34;36;13;40;60;6;29;24;2;78;46;36;12;74;51;35;0;42;;75
ti 19 marras 2019 11:00;23;44;20;38;81;8;27;26;1;56;34;36;15;68;60;28;0;30;;89
ti 19 marras 2019 12:00;23;34;21;27;84;10;30;21;1;69;36;40;17;55;65;26;0;29;;81
ti 19 marras 2019 13:00;19;42;30;32;83;6;24;25;3;81;24;26;17;60;46;25;0;34;;57
ti 19 marras 2019 14:00;29;50;40;36;83;15;38;24;0;84;50;41;16;66;52;31;0;37;;81
ti 19 marras 2019 15:00;60;79;100;85;123;25;77;63;2;141;95;66;47;123;98;43;0;128;;184
ti 19 marras 2019 16:00;138;127;156;136;180;41;126;94;2;272;172;138;76;220;137;50;0;167;;285
ti 19 marras 2019 17:00;95;112;119;114;170;43;82;57;1;288;125;108;40;231;135;49;0;120;;246
ti 19 marras 2019 18:00;65;84;83;71;141;30;64;48;6;181;92;81;40;188;100;36;0;78;;187
ti 19 marras 2019 19:00;26;36;48;48;106;20;49;24;2;135;63;53;22;110;57;21;0;55;;128
ti 19 marras 2019 20:00;30;29;33;23;75;9;34;16;2;65;46;43;27;80;59;32;0;45;;78
ti 19 marras 2019 21:00;31;24;22;29;53;8;27;5;3;57;32;23;15;77;36;26;0;30;;51
ti 19 marras 2019 22:00;3;9;7;9;24;3;6;10;2;23;14;10;3;32;19;3;0;25;;29
ti 19 marras 2019 23:00;2;7;3;1;7;1;2;0;1;6;4;4;1;14;5;4;0;5;;11
ke 20 marras 2019 00:00;1;4;2;9;1;2;5;4;0;6;1;0;1;6;1;9;0;2;;3
ke 20 marras 2019 01:00;0;1;0;0;3;0;0;2;0;2;0;0;0;1;4;2;0;1;;1
ke 20 marras 2019 02:00;0;1;0;0;0;0;3;0;0;1;0;0;1;0;2;3;0;0;;2
ke 20 marras 2019 03:00;0;0;1;0;2;0;1;0;0;2;0;0;0;1;1;0;0;0;;2
ke 20 marras 2019 04:00;0;1;6;2;5;4;5;1;0;3;1;1;0;1;3;2;0;6;;5
ke 20 marras 2019 05:00;3;4;23;8;3;4;6;7;0;9;8;5;5;10;7;4;0;12;;18
ke 20 marras 2019 06:00;28;15;67;24;32;12;52;23;2;86;38;43;25;29;23;4;0;61;;69
ke 20 marras 2019 07:00;106;44;165;95;84;38;136;70;0;227;127;127;55;120;68;19;0;169;;192
ke 20 marras 2019 08:00;182;131;188;166;170;65;136;160;3;338;183;204;56;254;128;36;0;243;;309
ke 20 marras 2019 09:00;65;85;63;73;144;19;76;69;0;184;90;82;34;203;110;37;0;93;;215
ke 20 marras 2019 10:00;30;38;24;36;79;4;38;19;2;73;26;26;16;82;73;25;0;37;;106
ke 20 marras 2019 11:00;28;33;25;32;76;12;22;27;0;75;36;36;17;58;62;13;0;30;;65
ke 20 marras 2019 12:00;17;39;25;34;94;8;40;28;2;61;37;27;11;77;68;35;0;30;;106
ke 20 marras 2019 13:00;32;39;25;32;86;9;36;24;8;78;32;36;24;72;63;29;0;35;;63
ke 20 marras 2019 14:00;28;49;44;52;120;18;37;24;1;80;49;47;25;85;85;37;0;57;;116
ke 20 marras 2019 15:00;84;68;107;106;152;35;88;64;69;145;96;81;61;130;113;48;0;124;;185
ke 20 marras 2019 16:00;136;106;180;134;197;54;137;86;81;289;166;153;81;258;170;49;0;176;;303
ke 20 marras 2019 17:00;122;102;121;118;205;46;117;58;78;283;114;96;51;224;143;62;0;128;;248
ke 20 marras 2019 18:00;73;58;91;72;122;30;71;43;43;161;82;66;42;184;91;32;0;72;;169
ke 20 marras 2019 19:00;41;50;44;39;100;12;51;17;38;135;74;48;18;104;82;39;0;48;;108
ke 20 marras 2019 20:00;26;32;33;43;63;13;22;17;23;97;43;39;24;104;43;23;0;51;;78
ke 20 marras 2019 21:00;16;21;17;14;44;3;24;12;9;51;33;30;14;60;22;10;0;22;;55
